dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1862-01-01,-0.3790000000000000,2.296,Kabul,Afghanistan,34.56N,70.05E
1862-02-01,2.66,2.165,Kabul,Afghanistan,34.56N,70.05E
1862-03-01,7.56,2.165,Kabul,Afghanistan,34.56N,70.05E
1862-04-01,13.573,2.199,Kabul,Afghanistan,34.56N,70.05E
1862-05-01,19.906,2.324,Kabul,Afghanistan,34.56N,70.05E
1862-06-01,24.252,1.707,Kabul,Afghanistan,34.56N,70.05E
1862-07-01,25.741,1.459,Kabul,Afghanistan,34.56N,70.05E
1862-08-01,23.899,1.383,Kabul,Afghanistan,34.56N,70.05E
1862-09-01,20.079,1.703,Kabul,Afghanistan,34.56N,70.05E
1862-10-01,14.021000000000000,1.83,Kabul,Afghanistan,34.56N,70.05E
1862-11-01,7.2650000000000000,1.85,Kabul,Afghanistan,34.56N,70.05E
1862-12-01,0.7010000000000000,2.044,Kabul,Afghanistan,34.56N,70.05E
1863-01-01,2.3210000000000000,2.193,Kabul,Afghanistan,34.56N,70.05E
1863-02-01,4.965,2.4730000000000000,Kabul,Afghanistan,34.56N,70.05E
1863-03-01,8.267000000000000,2.049,Kabul,Afghanistan,34.56N,70.05E
